topic_number,topic_name,content_item_title,content_item_url,content_item_probability,content_item_id
-1,Outliers,Grant for business investment in England: July - September 2010,https://gov.uk/government/statistics/grant-for-business-investment-in-england-july-september-2010,0.051,01acb4b1-6f64-40a2-a87b-9472808b1ad6
-1,Outliers,Grant for business investment in England: January - March 2010,https://gov.uk/government/statistics/grant-for-business-investment-in-england-january-march-2010,0.048,02712870-20ce-4f0c-8f9c-a5ebd3366987
-1,Outliers,Trade union derecognition: make an application,https://gov.uk/government/publications/trade-union-derecognition-make-an-application,0.019,03778d5d-7e8a-4a3d-90bb-06f3393cee2b
-1,Outliers,Supporting Britain's public sector talent,https://gov.uk/government/speeches/supporting-britains-public-sector-talent,0.041,03b1c742-38e6-4f8a-ab2d-e4e3301f46b1
-1,Outliers,National Minimum Wage: Low Pay Commission reports,https://gov.uk/government/collections/national-minimum-wage-low-pay-commission-reports,0.005,049f7a60-8b61-4434-9504-a275ddd3f260
-1,Outliers,Employment Relations Research Series,https://gov.uk/government/collections/employment-relations-research-series,0.010,05064e1b-1057-484d-85ee-fb84cd28b501
-1,Outliers,Government takes action to support whistleblowing,https://gov.uk/government/news/government-takes-action-to-support-whistleblowing,0.002,064adb9f-7539-4304-ab22-429a53ffd6ca
-1,Outliers,Changes to TUPE rules cut red tape for business,https://gov.uk/government/news/changes-to-tupe-rules-cut-red-tape-for-business,0.008,067a7212-ef5a-40d2-9e92-c0136735acdd
-1,Outliers,Carr review of the law on industrial disputes,https://gov.uk/government/publications/carr-review-of-the-law-on-industrial-disputes,0.017,08c7f2eb-b9d5-4bd2-86bf-564c5d88e995
-1,Outliers,"25,000 people to be helped into work as government ramps up roll-out of flagship Universal Support scheme",https://gov.uk/government/news/25-000-people-to-be-helped-into-work-as-government-ramps-up-roll-out-of-flagship-universal-support-scheme,0.024,0a77bf1a-748c-4f43-a4cc-556f0ffc0ab2
-1,Outliers,Vulnerability and bad treatment at work,https://gov.uk/government/publications/vulnerability-and-bad-treatment-at-work,0.010,0dc7aa42-9dae-444a-84b9-3596f5ebeec8
-1,Outliers,"Tips, gratuities, cover and service charges: proposals for further action",https://gov.uk/government/consultations/tips-gratuities-cover-and-service-charges-proposals-for-further-action,0.004,0eb16703-3b7e-41bc-832a-ebdcf48b9ab7
-1,Outliers,Government sets out evidence for 2015 National Minimum Wage rate,https://gov.uk/government/news/government-sets-out-evidence-for-2015-national-minimum-wage-rate,0.006,1306dfd5-519f-4fa6-a857-2a84052bf8ee
-1,Outliers,Distributing tips fairly: non-statutory guidance for employers,https://gov.uk/government/publications/distributing-tips-fairly-non-statutory-guidance-for-employers,0.004,13608f48-497a-4cde-a3de-b268075c7d57
-1,Outliers,Review of third party harassment provisions: impact assessment,https://gov.uk/government/publications/review-of-third-party-harassment-provisions-impact-assessment,0.013,136cee27-e4e1-477b-bab9-7a6ac616482c
-1,Outliers,The 2011 Workplace Employment Relations Study (WERS),https://gov.uk/government/publications/the-2011-workplace-employment-relations-study-wers,0.015,14811dcd-e08c-4cb6-ba97-f4d5377dda36
-1,Outliers,New action to tackle unpaid internships as Government seeks to protect younger workers,https://gov.uk/government/news/new-action-to-tackle-unpaid-internships-as-government-seeks-to-protect-younger-workers,0.020,16dcd862-3fd3-4196-94cd-f4640fa8e86e
-1,Outliers,Default retirement age review: summary of research evidence,https://gov.uk/government/publications/default-retirement-age-review,0.011,1777f381-bb26-4ef4-9820-1627d8a08b74
-1,Outliers,LPC recommends moving towards a National Living Wage for over-18s,https://gov.uk/government/news/lpc-recommends-moving-towards-a-national-living-wage-for-over-18s,0.009,1a32aef0-9204-4427-b294-85b6e2b80d43
-1,Outliers,Pay and work rights complaints: third parties,https://gov.uk/government/publications/pay-and-work-rights-complaints-third-parties,0.014,1aaedba3-b0a8-4c70-b052-f401825cde97
-1,Outliers,Migrant workers: impacts on UK businesses,https://gov.uk/government/publications/migrant-workers-impacts-on-uk-businesses,0.025,1b9262f0-0d75-4396-8590-8ce003be6cb8
-1,Outliers,Regional Growth Fund projects selected,https://gov.uk/government/news/regional-growth-fund-projects-selected,0.160,1c2833ae-1074-49ef-a737-604d8c11cde9
-1,Outliers,"Putting the clocks forward by one hour, the year round, in the UK - review of the scope, quality and robustness of available evidence",https://gov.uk/government/publications/putting-the-clocks-forward-by-one-hour-the-year-round-in-the-uk-review-of-the-scope-quality-and-robustness-of-available-evidence,0.008,1cabcdfd-a66d-4562-b943-be18ba01bb06
-1,Outliers,Wilton chemical site project: attracting investment to Teesside,https://gov.uk/government/publications/wilton-chemical-site-project-attracting-investment-to-teesside,0.220,1ccc155b-426f-466b-acb0-7ba561e5fcd8
-1,Outliers,Re-appointment of Peter Donaldson as Commissioner to the Low Pay Commission,https://gov.uk/government/news/re-appointment-of-peter-donaldson-as-commissioner-to-the-low-pay-commission,0.009,20529d55-ef7d-4cd0-80fc-a944b8fb4856
-1,Outliers,DfT equality monitoring 2014 to 2015,https://gov.uk/government/publications/department-for-transport-equality-monitoring-2014-to-2015,0.034,214d1d27-edd9-4ca2-a6bd-8b64b58f0800
-1,Outliers,Analysis of employment law measures delivered in comparison with Adrian Beecroft report September 2011,https://gov.uk/government/publications/analysis-of-employment-law-measures-delivered-in-comparison-with-adrian-beecroft-report-september-2011,0.010,23da51a5-347f-4dd1-b658-2a7f39103b38
-1,Outliers,Distributing tips fairly: draft statutory code of practice,https://gov.uk/government/consultations/distributing-tips-fairly-draft-statutory-code-of-practice,0.004,2406800a-590e-455d-8446-3d7f2a301820
-1,Outliers,Next steps to help resolve workplace disputes,https://gov.uk/government/news/next-steps-to-help-resolve-workplace-disputes,0.017,2452c05e-7a41-432a-b5ba-929d170a9fe6
-1,Outliers,Biggest employment reforms in a generation unveiled to Get Britain Working again,https://gov.uk/government/news/biggest-employment-reforms-in-a-generation-unveiled-to-get-britain-working-again,0.034,24b58fd8-0e4f-4bdb-a117-b11679e5919e
-1,Outliers,National Minimum Wage regulations amended as part of government’s Red Tape Challenge,https://gov.uk/government/news/national-minimum-wage-regulations-amended-as-part-of-governments-red-tape-challenge,0.005,26a4be33-475f-4358-963e-55211363c97f
-1,Outliers,BEIS Public Attitudes Tracker: technical note,https://gov.uk/government/publications/beis-public-attitudes-tracker-technical-note,0.013,2733c1e7-d82f-4cf5-8528-b4f9c398baaa
-1,Outliers,Public sector exit pay: Enterprise Bill factsheet,https://gov.uk/government/publications/public-sector-exit-pay-enterprise-bill-factsheet,0.030,29745b45-30b3-4cdb-90db-f93f446670d6
-1,Outliers,Listings decision: General and Healthcare Workers Union,https://gov.uk/government/publications/listings-decision-general-and-healthcare-workers-union,0.019,29807be2-3623-410e-8831-910e0f1e8673
-1,Outliers,EAS cracks down on rogue model agencies,https://gov.uk/government/news/eas-cracks-down-on-rogue-model-agencies,0.009,2a45af94-4e48-4a4a-bb16-c301e4a6ed3d
-1,Outliers,DWP Secretary of State outlines plans to boost labour market,https://gov.uk/government/news/dwp-secretary-of-state-outlines-plans-to-boost-labour-market,0.035,2ba24c3c-09da-40de-8ad6-7df4e275f558
-1,Outliers,Millions to take home more cash as new guidance on Tipping is published,https://gov.uk/government/news/millions-to-take-home-more-cash-as-new-guidance-on-tipping-is-published,0.004,2ba305d3-5b19-4617-9df7-96d37306da88
-1,Outliers,Picketing: draft revised code of practice,https://gov.uk/government/publications/picketing-draft-revised-code-of-practice,0.022,2d39262a-913f-4096-b7a2-2f03cd9c9875
-1,Outliers,Labour Market Evidence Group: initial priorities and workplan,https://gov.uk/government/publications/labour-market-evidence-group-proposed-terms-of-reference-and-workplan,0.017,2d4c6897-a942-47d7-bc93-3700beecbdeb
-1,Outliers,Low Pay Commission remit published,https://gov.uk/government/news/low-pay-commission-remit-published,0.010,2e20ab93-c93b-47cb-95d3-a787e2be46f8
-1,Outliers,ILO Governing Body: UK Statement on the ILO Centenary Initiatives,https://gov.uk/government/news/ilo-governing-body-uk-statement-on-the-ilo-centenary-initiatives,0.027,2fd1f2cf-931b-49bb-bd88-94759e3e1951
-1,Outliers,Third work-life balance employer survey: main findings,https://gov.uk/government/publications/third-work-life-balance-employer-survey-main-findings,0.004,30817128-1cd3-4826-88c9-2c387cda13fb
-1,Outliers,Cash boost for millions of workers as government backs new law to ensure all staff keep their tips,https://gov.uk/government/news/cash-boost-for-millions-of-workers-as-government-backs-new-law-to-ensure-all-staff-keep-their-tips,0.004,3130584f-8100-4bce-bea9-0b95653f8832
-1,Outliers,DfT equality monitoring 2015 to 2016,https://gov.uk/government/publications/department-for-transport-equality-monitoring-2015-to-2016,0.034,317b7c30-8b72-4a91-a197-4de5ba3d20c7
-1,Outliers,Local Enterprise Partnerships: start up fund,https://gov.uk/government/publications/local-enterprise-partnerships-start-up-fund,0.371,31d946e2-4153-4250-a1fa-1e70a2331d85
-1,Outliers,National minimum wage: Employment Act 2008 - policy changes review,https://gov.uk/government/publications/national-minimum-wage-employment-act-2008-evaluation-of-the-policy-changes,0.006,3410012a-bbde-4edc-8015-df5f3d645d36
-1,Outliers,Indicative counts of employee jobs in low-paying occupations,https://gov.uk/government/publications/indicative-counts-of-employee-jobs-in-low-paying-occupations,0.005,343d46de-278f-475a-918c-a68f7cd06792
-1,Outliers,Department for Business response to European Commission state aid decision,https://gov.uk/government/news/department-for-business-response-to-european-commission-state-aid-decision,0.011,359073f2-d5bd-402c-85c4-4a1e6604f979
-1,Outliers,Enterprise and Regulatory Reform Bill: factsheets,https://gov.uk/government/publications/enterprise-and-regulatory-reform-bill-factsheets,0.028,35d4aa39-9826-428d-a3ce-108ce3582d41
-1,Outliers,About us,https://gov.uk/government/organisations/labour-market-evidence-group/about,0.018,36be0365-19da-4c05-a2f4-9282bee60cc2
-1,Outliers,National living wage (NLW),https://gov.uk/government/publications/national-living-wage-nlw,0.005,39bdcf03-9f6a-4099-8250-93074cbf71a1
-1,Outliers,Pay and work rights complaints: individuals,https://gov.uk/government/publications/pay-and-work-rights-complaints-individuals,0.015,3a76dca4-07ee-4c1a-9aa3-c3153784bb93
-1,Outliers,Help in hiring your first employee,https://gov.uk/government/news/help-in-hiring-your-first-employee,0.011,3aba96c1-ec45-46b0-98b6-5a089cc3fc70
-1,Outliers,Second work-life balance study: results from the employer survey,https://gov.uk/government/publications/second-work-life-balance-study-results-from-the-employer-survey,0.004,3bbbd7b8-cdc9-45b1-9871-279a5f9f4e38
-1,Outliers,Grant for business investment in England: January - March 2011,https://gov.uk/government/statistics/grant-for-business-investment-in-england-january-march-2011,0.051,3bf080ff-7ab1-4c1e-b379-008488820836
-1,Outliers,The 2004 Workplace Employment Relations Survey (WERS),https://gov.uk/government/publications/the-2004-workplace-employment-relations-survey-wers,0.012,3c01e1bd-20c7-4f99-857e-29645e6deee8
-1,Outliers,Unfair dismissal compensatory awards: impact assessment,https://gov.uk/government/publications/unfair-dismissal-compensatory-awards-impact-assessment,0.035,3c365e39-92ce-4b64-bcce-61751e2557ec
-1,Outliers,Complain about pay and work rights,https://gov.uk/government/publications/pay-and-work-rights-complaints,0.014,3c764b6c-e11c-4187-b048-5724c8a3c1b5
-1,Outliers,Enterprise & Regulatory Reform Bill: employment,https://gov.uk/government/publications/enterprise-regulatory-reform-bill-employment--4,0.027,3f2c3a71-8628-4ef2-b53c-02413eb127cf
-1,Outliers,Cable announces plans to boost fairness for workers,https://gov.uk/government/news/cable-announces-plans-to-boost-fairness-for-workers,0.010,3fa96c2b-00b2-4683-b1d2-ded792642c23
-1,Outliers,Trade Union Act becomes law,https://gov.uk/government/news/trade-union-act-becomes-law,0.020,40083310-ac6d-4787-8c57-4dc4ef4934a7
-1,Outliers,Grant for business investment in England: October - December 2009,https://gov.uk/government/statistics/grant-for-business-investment-in-england-october-december-2009,0.051,4130954b-ccb2-41ea-a59f-a50bb5f72441
-1,Outliers,LPC welcomes the acceptance of its National Minimum Wage recommendations,https://gov.uk/government/news/lpc-welcomes-the-acceptance-of-its-national-minimum-wage-recommendations,0.007,41baac81-aebe-41b5-ae12-ead2c6367ec3
-1,Outliers,Collective redundancy rules to be changed,https://gov.uk/government/news/collective-redundancy-rules-to-be-changed,0.015,440c3201-5933-43e8-a36f-8ce4f8942027
-1,Outliers,Government announces additional support for social care providers,https://gov.uk/government/news/government-announces-additional-support-for-social-care-providers,0.006,441f5e32-8cb8-47a5-95d3-87ba1e571bb2
-1,Outliers,Get help from the CAC after a voluntary agreement,https://gov.uk/guidance/get-help-from-the-cac-after-a-voluntary-agreement,0.019,443a397a-86fd-4588-8522-18b5b5c96dfe
